Title,Suburb,Bedrooms,Bathrooms,LandArea,FloorArea,PriceDisplay,PropertyType
MORTGAGEE SALE,City Centre,1,1,,,"Auction on 26 Mar, 2:00?€?pm",Apartment
MORTGAGEE SALE,Remuera,5,2,601,,"Auction on 26 Mar, 2:00?€?pm",House
UH2QDB19MD3XFQSI1MTI,Pukekohe,3,2,1517,,Price by negotiation,House
GYMBJEGWE2ITD9A65BH4,Epsom,2,2,,,"Asking price $2,750,000",Apartment
P17KUCVZKUOORAN53ZGG,Pukekohe,3,1,,,Price by negotiation,Townhouse
F4QUOJWEIPWCPJ23MRUS,Karaka,,,7100,,Price by negotiation,Bare land
NUEBRNU03TUBD31XCMV2,Pukekohe,3,2,4094,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 2 Mar, 3:50?€?pm",Townhouse
"A Classic Kiwi 90?€?s Brick & Tile, Your Perfect...",Conifer Grove,5,2,750,,"Auction on 26 Feb, 10:00?€?am",House
Cheapest City Pad in Queen Square,City Centre,1,1,,,"Asking price $349,000",Apartment
Contemporary Comfort by the Coast,Orakei,3,3,,,"Asking price $1,690,000",Townhouse
Secret Seaside Sanctuary,Awhitu,4,1,1115,,"Auction on 29 Mar, 2:42?€?pm",House
GE8J1TIC56NUW8JKCA50,Kumeu,3,2,,,"Auction on 26 Feb, 2:00?€?pm",Townhouse
USLXBOMWJEOR9RPHH8F3,City Centre,2,2,,,"Asking price $970,000",Apartment
K2K8SM2ARD41O6CD41LQ,Kaiaua,3,2,1000,,Price by negotiation,Dwelling
G5018LMC6UGV755DDGHG,Oneroa,3,3,979,,Deadline sale by 28 Feb,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 2 Mar, 5:50?€?am",House
LCWDVNDF3VVL5DHW19ZV,Onewhero,4,2,31100,,Price by negotiation,Dwelling
Pokeno Living Freehold section available,Pokeno,,,1100,,"Asking price $510,000",Section
Luxury Living in the Heart of Auckland,City Centre,2,2,,,Deadline sale by 5 Mar,Apartment
Tranquil retreat with two dwellings,Waiuku,5,2,5500,,"Auction on 29 Mar, 9:42?€?am",Dwelling
2SW36BCR28QIK1GISO1H,Eden Terrace,2,2,,,"Asking price $555,000",Apartment
5MX54YRYI0E9YJ589M2I,Ellerslie,2,1,,,"Asking price $949,000",Apartment
29RZIULS06JOX3MCA0P1,City Centre,2,2,,,"Asking price $749,000",Apartment
DFLIZL95WWQK7VVDW5QD,Ramarama,5,3,42200,,"Asking price $3,350,000",Dwelling
M1NPUX63X8R0WQOPON2U,Puni,4,2,23200,,"For sale by tender,  27 Feb",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 1 Mar, 6:03?€?am",House
14B5I5BEKLXHY920RQ7P,City Centre,2,2,,,"Asking price $709,000",Apartment
Spectacular Sea Views from Remuera Ridge,Remuera,4,3,617,,Price by negotiation,House
First time on the Market,Oneroa,,,1293,,Price by negotiation,Section
Job Relocation Dictates Sale,Clarks Beach,3,2,601,,"Auction on 28 Mar, 9:54?€?am",House
VZ4TZETZXU9V4CSM7668,Paerata,,,25800,,Price by negotiation,Bare land
L71TB81ZQTA8DSDBBL7T,Papatoetoe,3,2,121,,Price by negotiation,Townhouse
ZBPVM43QQ0NCAZX5I2ZX,Massey,1,1,89,,"Asking price $588,888",Townhouse
TAOO25GTCLF9SNYJVYJE,Patumahoe,4,2,60400,,Price by negotiation,Dwelling
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 28 Feb, 5:52?€?am",Section
START WITH STYLE,Pukekohe,3,1,325,,Price by negotiation,House
1.46 HA LIFESTYLE SECTION - NO COVENANTS!,Puni,,,14700,,"Asking price $999,000",Bare land
EXQUISITE HIGH END ELEGANCE + POOL & SPA,Karaka,6,3,597,,"Auction on 27 Mar, 9:41?€?am",House
LOW MAINTENANCE LIVING AT ITS BEST!,Pukekohe,3,2,487,,Deadline sale by 18 Mar,House
Affordable Architectural Classic,Remuera,4,2,,,"Auction on 19 Mar, 10:00?€?am",House
"Smart, Secure & Superbly Located",Remuera,3,2,,,"Auction on 19 Mar, 10:00?€?am",Townhouse
FRXLOXG5HDKZUI2WFIU4,Pukekohe,4,2,585,,Price by negotiation,House
T9OAUEQS2YDI69W7AT1D,Mount Eden,3,2,650,,"Asking price $2,059,000",House
P1OV0QK9XWG7VOSI6O8O,Glenbrook,3,2,45200,,Price by negotiation,Dwelling
WJAU1L7BWMJOVMVPWZGQ,City Centre,1,1,,,Price by negotiation,Apartment
ZN7KWI70HODJ23EYAVG7,Pukekohe,3,2,168,,Price by negotiation,House
Time to start your dream home,Pokeno,,,1000,,"Auction on 27 Feb, 5:46?€?am",Bare land
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 27 Feb, 5:46?€?am",House
Freehold one bedroom with carpark.,City Centre,1,1,,,"Asking price $379,000",Apartment
Seaview Premium Living by Britomart,City Centre,2,1,,,"Asking price $648,000",Apartment
Highly Sought-After Opportunity!,Pukekohe,3,2,,,"Auction on 26 Mar, 9:38?€?am",Unit
3MJFFX71JS4RZ1PHUI9Y,Pukekohe,4,2,651,,"Auction on 6 Mar, 2:00?€?pm",House
CZBKVTX549IBV6BIEABA,Pukekohe,3,1,708,,"Auction on 20 Feb, 2:00?€?pm",House
FMEWFM8V995Z4DR8BPSM,City Centre,2,1,,,"Asking price $89,000",Apartment
6X6OJ91G0IAW75PN0VNP,Onewhero,3,1,20000,,"Asking price $939,000",Dwelling
A4GY264WYVWG02T4G3C6,Ramarama,4,2,246,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 26 Feb, 5:47?€?am",Section
1CLFWGP0LDE8IOSQYXC0,Epsom,3,1,1920,,Price by negotiation,House
Urgent Sale!,Birkenhead,2,2,,,"Asking price $899,000",Apartment
PREMIUM POSITIONED RESERVE SIDE VALLEY HOME,Pukekohe,4,2,742,,"Auction on 13 Mar, 2:00?€?pm",House
?€?WYCHWOOD?€?- SUPERSIZED ELEGANCE + STABLES & STUDIO,Karaka,4,4,46700,,"Auction on 25 Mar, 9:35?€?am",Dwelling
O5C558NZD98MADQG873O,Beachlands,4,2,800,,"Auction on 25 Feb, 1:00?€?pm",House
5TDTU3UW15NSLX0AYO02,City Centre,2,2,,,"Asking price $719,000",Apartment
8N53H2PEHXGO538PY5EB,Pukekohe,4,2,419,,Price by negotiation,House
GJ1HTI90OZYJT8X1LPVT,City Centre,2,1,,,"Asking price $329,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 25 Feb, 5:47?€?am",Apartment
Affordable Freehold 2 bedroom in Grammar Zone!,City Centre,2,1,,,Price by negotiation,Apartment
A Stunning Home for Families & Professionals,Pukekohe,4,2,722,,"Auction on 13 Mar, 2:00?€?pm",House
"Balinese Drift, A Remuera Gift",Remuera,4,3,413,,"Auction on 24 Mar, 9:39?€?am",House
MORTGAGEE SALE,Birkenhead,6,6,921,,"For sale by tender,  20 Mar",House
Deceased Estate!,Northcote,3,1,803,,Price by negotiation,House
D5XVDPLSS7KOK01SNQWH,City Centre,1,1,,,"Asking price $280,000",Apartment
GQFRCJG24JRKXCEW623U,Karaka,6,5,34800,,Price by negotiation,Dwelling
VGRJSZ1Y6FST29QSSI9Q,Pukekohe,3,2,,,"Auction on 6 Mar, 2:00?€?pm",Unit
51JT5UXYUSBR33G7UD5E,Tuakau,4,1,586,,Price by negotiation,House
AEXP7ZGA60C1F87VOONO,Kumeu,6,3,85300,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 24 Feb, 6:01?€?am",Bare land
Urgent Sale - Highly Motivated Overseas Vendor,City Centre,1,1,,,"Asking price $529,000",Apartment
MORTGAGEE SALE,West Harbour,5,2,451,,"Auction on 19 Feb, 2:00?€?pm",House
"Lifestyle Elegance, Villa & Shedding",Tuakau,4,2,8300,,"Auction on 23 Mar, 9:53?€?am",Dwelling
City Living Redefined - Sky-High Perfection,City Centre,2,2,,,Price by negotiation,Apartment
Newly Refurbished & Best Layout,City Centre,2,1,,,Price by negotiation,Apartment
A Price Worth Pursuing,Pukekohe,2,1,,,"Auction on 27 Mar, 2:00?€?pm",Unit
G6MJIP32PY5W8YBEBPCP,Pukekohe,2,1,,,"Asking price $695,000",Apartment
GVE936KQ7IPMN2DSR89M,Pukekohe,3,2,259,,Price by negotiation,House
TSJXHLF1KB9ZK9LF4CQQ,City Centre,1,1,,,"Asking price $349,000",Apartment
5QFT2CI4TGQREFWJWYY2,Awhitu,2,1,1012,,"Asking price $695,000",House
170UXTPG6YIETS3A2MPY,Mount Eden,3,2,,,"Asking price $1,575,000",Townhouse
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 23 Feb, 5:49?€?am",House
Discover the Potential: Effortless Living in K...,Kohimarama,3,3,,,"Asking price $1,350,000",Townhouse
Invest in Your Future: Auckland's Hot Spot Awaits!,City Centre,2,2,,,"Asking price $449,000",Apartment
"Lifestyle Elegance, Villa & Shedding",Tuakau,4,2,8300,,"Auction on 22 Mar, 9:41?€?am",Dwelling
C4YLDVR74J84GDYD03PJ,Forrest Hill,4,3,,,"Auction on 13 Mar, 10:00?€?am",House
UGWUXGJO2YWP9NBAO71K,City Centre,2,2,,,"Asking price $1,190,000",Apartment
FZGJUWP27AWNTFWIZPJ8,City Centre,2,1,,,Price by negotiation,Apartment
SXATAX63RWFKE1Y8Z3J0,Pukekohe,3,2,187,,"Asking price $799,000",House
CQVB0VYEAVZFD19O75KJ,Awhitu,3,2,1012,,"Asking price $795,000",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 22 Feb, 5:59?€?am",House
26BPBCKUSJTIV4WYYFMT,City Centre,1,1,,,Deadline sale by 5 Mar,Apartment
Luxury Living in the Heart of Auckland,City Centre,2,2,,,Deadline sale by 5 Mar,Apartment
Arney Rd Awaits,Remuera,5,5,1205,,Price by negotiation,House
Affordable Premium Living in AGS,Grafton,2,1,,,"Asking price $849,000",Apartment
A surprise awaits you ?€? must see to appreciate !,Remuera,3,2,267,,"Auction on 21 Mar, 9:50?€?am",Townhouse
MORTGAGEE SALE,Remuera,,,579,,"Auction on 19 Mar, 2:00?€?pm",Section
QPAZO5IPHV8A8RIISBN9,Pukekohe,4,2,186,,"Asking price $799,000",House
UXE53J75S3BE8OUUF1NR,Epsom,3,1,1920,,Price by negotiation,House
UKEH4LMPVTU3X63SQIII,Waiuku,5,2,5500,,"Auction on 6 Mar, 2:00?€?pm",Dwelling
KUQVYX8F070L42AXVUN5,City Centre,2,1,,,"Asking price $499,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 21 Feb, 6:08?€?am",Unit
Great Waterfront Living with 2 Carparks,City Centre,1,1,,,"Asking price $129,000",Apartment
26.98 HA BLOCK - SHEDDING AND NO COVENANTS,Puni,,,269800,,"Asking price $2,150,000",Bare land
Hidden Gem!,Patumahoe,5,2,16800,,"Auction on 20 Mar, 5:00?€?am",Dwelling
PTV63OPA78T8GYPY4QBK,Beachlands,4,2,800,,"Auction on 25 Feb, 1:00?€?pm",House
YRUZY4OBVDWZECHK3O5U,Remuera,3,2,1224,,Price by negotiation,House
S8QZDCFBL26S03G18TLH,Whitford,,,19100,,Price by negotiation,Bare land
OTFJRXH7VLMXY0YX1MIP,Waiuku,3,3,2815,,"Asking price $2,495,000",House
RKS006YJ0CRQOBQ9QFTW,Manurewa,4,2,225,,Price by negotiation,House
Affordable Waterfront Section,Glenbrook,,,551,,Price by negotiation,Section
Motivated Seller Leaving Town ?€? Will Be Sold,Glenbrook,3,2,45200,,"For sale by tender,  13 Feb",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 19 Feb, 10:50?€?pm",House
Captivating & Elegant ?€? A Must-See Home of Dis...,Pukekohe,4,2,651,,"Auction on 19 Mar, 10:48?€?am",House
Motivated Vendor Wants it Sold!,Takapuna,4,4,145,,Price by negotiation,House
VRK8K363OWY3MLGMRIZ3,Devonport,2,1,,,"Asking price $980,000",House
SHWI0YJ7AELS285J5E58,Devonport,2,1,,,"Asking price $1,500,000",House
ITT4UK82XD9SUTN4SGAP,Epsom,5,4,,,"For sale by tender,  6 Mar",House
L9X0A70V5EA4M3NBK2JY,Pukekohe,3,1,465,,Price by negotiation,House
YG7OGM9VMQAYA6KDRE5R,City Centre,2,1,,,"Asking price $569,000",Apartment
0TVC517YZJ5D8PQMQXAG,Tuakau,4,1,592,,Price by negotiation,House
FSMOA9VI3MQAP2PKVYTG,City Centre,2,1,,,"Asking price $279,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 20 Feb, 5:43?€?am",House
PDB6EDQC7ZYKLFKO8RP2,City Centre,2,1,,,"Asking price $578,000",Apartment
"SIT BACK, RELAX & WATCH THE BOATS SAILING BY",City Centre,2,2,,,"Asking price $1,450,000",Apartment
"Unwind, Entertain, Enjoy ?€? It?€?s All Here",Pukekohe,3,2,702,,Price by negotiation,House
Your Family Home,Pukekohe,3,2,259,,Price by negotiation,House
MORTGAGEE SALE,Weymouth,4,3,,,"Auction on 19 Mar, 9:34?€?am",House
"Developers, Seize This Unmatched Opportunity!",Pukekohe,3,2,4094,,Price by negotiation,House
DPN2QA1CVB5LPL1GPBSU,Pokeno,,,565,,"Asking price $440,000",Section
GQ5L8XOYI59YICAUHKN7,Remuera,4,3,188,,Price by negotiation,House
YFS74Q4FS9EPKON1VTBF,Pukekohe,4,2,3126,,"Asking price $1,850,000",House
97U8OLXX3F3WSC4YPPP1,Totara Vale,4,2,438,,"Auction on 26 Feb, 10:00?€?am",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 19 Feb, 5:50?€?am",Apartment
A TASTE OF THE COUNTRY,Bombay,3,1,4000,,Price by negotiation,Dwelling
"Spacious, Renovated Home on a Huge Section",Pukekohe,3,2,1012,,"Auction on 6 Mar, 2:00?€?pm",House
Highly Sought-After Opportunity!,Pukekohe,3,2,,,"Auction on 18 Mar, 9:42?€?am",Unit
IYOR72V3303R3Y7KF0B2,Avondale,6,3,612,,"Asking price $1,279,000",House
03N0I5DKDFI0KMVKD5VA,Waiau Pa,4,2,2500,,Price by negotiation,Dwelling
57XV3WDDD2MXJ2GBGG7K,City Centre,2,2,,,"Asking price $749,000",Apartment
QF5RW56T1SQXD08PTRVH,Pukekohe,3,1,465,,Price by negotiation,House
RKSQ8VDUCJJUH86OKVV2,Meadowbank,1,1,,,"Asking price $659,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 18 Feb, 6:00?€?am",House
Large family home,Pukekohe,4,4,319,,Price by negotiation,House
"MODERN COMFORT, FUNCTIONALITY, LOCATION & DGZ",Epsom,4,2,,,"Auction on 26 Feb, 10:00?€?am",Townhouse
MORTGAGEE SALE,West Harbour,5,2,451,,"Auction on 17 Mar, 9:52?€?am",House
MORTGAGEE SALE,Clendon Park,4,1,630,,"Auction on 12 Mar, 2:00?€?pm",House
O2LTINOJB5W0KGXWKHRW,Orakei,3,3,,,"Asking price $1,690,000",Townhouse
E1V1C15DLH75HOZLOPBN,City Centre,2,2,,,Price by negotiation,Apartment
1C3AQ6M62E82JGAK3UM0,City Centre,1,1,,,"Asking price $269,000",Apartment
U0ZNEPGWY68CRTCVACJ1,City Centre,2,1,,,"Asking price $419,000",Apartment
XCJW6921XS27CK51N20W,Drury,6,3,10000,,Price by negotiation,Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 17 Feb, 5:40?€?am",Unit
6NPKF613OS9WGISUWAEJ,City Centre,1,1,,,"Asking price $245,000",Apartment
Freehold sections - Buy one or buy them all,Waiuku,,,,,"Asking price $270,000 + GST (if any)",Section
Urgent Sale - Highly Motivated Overseas Vendor,City Centre,1,1,,,"Asking price $529,000",Apartment
Your beautiful home Awaits!!,Pukekohe,3,2,304,,"Auction on 16 Mar, 9:32?€?am",House
OAK3VMPNJDQQL6UV6R45,City Centre,2,2,,,Price by negotiation,Apartment
3BP8SD94KXWR30FMQL0B,Pukekohe,6,4,652,,Price by negotiation,House
59QRZN95CPP6IIZJLE7R,Remuera,5,4,458,,Price by negotiation,House
SULE35V3LRMTLZMWAZW9,Pukekohe,3,2,304,,"Auction on 27 Feb, 2:00?€?pm",House
4AA7LPYSI5DCJFGAAM31,City Centre,2,1,,,"Auction on 12 Feb, 2:00?€?pm",Apartment
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 16 Feb, 8:53?€?pm",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 16 Feb, 8:53?€?pm",House
Elevate Your Lifestyle at 103/3 Tiakina Road,Northcote,2,1,,,"Asking price $749,000",Apartment
Exceptional Family Retreat in Prime Pukekohe L...,Pukekohe,3,1,1064,,"Asking price $875,000",House
AN EXCELLENT BLEND OF LIVEABILITY & LUXE,Karaka,4,2,2500,,"Auction on 15 Mar, 7:45?€?pm",Dwelling
Live In or Rent Out!,Eden Terrace,2,2,,,Price by negotiation,Apartment
CJBLSE718ZWENIJXL3L7,Pukekohe,3,1,325,,Price by negotiation,House
WG3XEIBWFLGZDB60Q3PH,Pokeno,,,1100,,"Asking price $510,000",Section
G7YOTM9FCD4VA9JDBZT2,Saint Johns,5,4,,,"Auction on 20 Nov, 10:00?€?am",House
BPY4DLE5L94TMCMHWH8C,Pukekohe,4,2,3126,,"Asking price $1,850,000",House
OW27ZJSFXJZYNGJ574CR,Remuera,3,2,1224,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 16 Feb, 6:10?€?am",Bare land
AIG2Y1GUQD46N3Z5X003,City Centre,2,2,,,"Asking price $1,749,000",Apartment
Affordable Waterfront Section,Glenbrook,,,557,,Price by negotiation,Section
Heart of Remuera: new DGZ home,Remuera,4,3,188,,Price by negotiation,House
Where The Birds Sing and The Beach Calls.,Waiuku,3,1,2259,,"Asking price $949,000",House
MORTGAGEE SALE,Kumeu,3,2,,,"Auction on 15 Mar, 9:57?€?am",Townhouse
Destined for Great Living!,Pukekohe,4,3,2041,,"Auction on 20 Mar, 2:00?€?pm",House
UQSVBTQINWNIV3CYM1XX,City Centre,2,2,,,"Asking price $709,000",Apartment
VJELT95PWXDF3DWGW0M0,Kumeu,4,2,28434,,Price by negotiation,House
B5RC99ZV6IYW1ZJWJ2KQ,Pukekohe,4,2,1128,,"Auction on 13 Feb, 2:00?€?pm",House
IUGIH1XQ52KM34F3B0ND,Bombay,5,2,6900,,Deadline sale by 26 Feb,Dwelling
5G5QI3E7063ZMIC4T2ST,Orakei,3,3,,,"Asking price $1,690,000",Townhouse
MORTGAGEE SALE,Port Waikato,3,1,810,,"Auction on 19 Feb, 2:00?€?pm",House
Affordable Freehold 2 bedroom in Grammar Zone!,City Centre,2,1,,,Price by negotiation,Apartment
349JE8BK29Y2MW7YNREX,City Centre,2,1,,,"Asking price $249,000",Apartment
6I2RI9PMJJIO570DGZ4J,Eden Terrace,2,2,,,"Asking price $555,000",Apartment
2267OHQLGNRWHX0KCR3E,Remuera,3,2,1224,,Price by negotiation,House
3S3Y7XZ9L7MCUP0CJN8Y,City Centre,1,1,,,"Asking price $245,000",Apartment
8QVLJQQ9ZL81GOYHQFSB,Beachlands,4,2,800,,"Auction on 25 Feb, 1:00?€?pm",House
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 15 Feb, 6:05?€?am",Bare land
URCF5ZNPOOXWQ1EBJE6U,Pukekohe,4,2,538,,Price by negotiation,House
MORTGAGEE SALE,Browns Bay,4,3,,,"Auction on 5 Mar, 2:00?€?pm",Townhouse
"""NEAR NEW BEACH-SIDE BEAUTY ON 4.4HA + EXPANSI...",Clarks Beach,5,4,44400,,"Asking price $2,195,000",Dwelling
Spectacular Elevated Sea Views!,Kaiaua,3,2,4400,,"Auction on 14 Mar, 9:57?€?am",Dwelling
Great Waterfront Living with 2 Carparks,City Centre,1,1,,,"Asking price $129,000",Apartment
Z1ZH52Z026SSZJBYEVZ3,Remuera,4,3,,,Price by negotiation,Townhouse
F8HXXCBFFHIPTYLIDWCT,Greenlane,3,1,683,,Price by negotiation,House
451HIBD0WX6L00WN6YBJ,Northcote,2,1,,,"Asking price $699,000",Apartment
TFLSJ2QTZCFHBSJJHPN0,Albany,3,2,,,Deadline sale by 5 Mar,Townhouse
DVLSMTOJ1VDJ30E94L9E,City Centre,2,2,,,"Asking price $1,190,000",Apartment
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 14 Feb, 5:56?€?am",Dwelling
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 14 Feb, 5:56?€?am",Bare land
MOST DESIRABLE LAYOUT PLUS CARPARK,City Centre,1,1,,,Price by negotiation,Apartment
TRANQUIL WATERSIDE SANCTUARY,Awhitu,3,3,1942,,"Auction on 13 Mar, 9:48?€?am",House
Restored 1930s Vintage Masterpiece,City Centre,2,1,,,Deadline sale by 13 Mar,Apartment
H0YCE7O9KTCX4ZI6KMTX,Eden Terrace,1,1,,,"Asking price $499,000",Apartment
92M7XD92U6D3FB522U3H,Meadowbank,2,2,,,"Asking price $890,000",Apartment
B7JG5JTEB3VOXQRVL4I2,Pukekohe,5,2,770,,"Asking price $1,295,000",House
TLRSHYR91JFCJONP1Q9P,Pukekohe,4,2,1128,,"Auction on 13 Feb, 2:00?€?pm",House
RRE0VIWHNWALRPD9MMVE,Takapuna,2,1,,,"Asking price $899,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 13 Feb, 6:01?€?am",Unit
Waterfront Oasis: Endless Opportunity,Bayswater,5,2,1214,,"Asking price $2,350,000",House
!!! DEVELOPERS DISCOUNT - LIMITED TIME ONLY !!!,Pukekohe,3,3,228,,Price by negotiation,House
Elderly vendors cashes out - Must be SOLD!,City Centre,1,1,,,"Auction on 12 Mar, 9:53?€?am",Apartment
I416W3A4IESPAV21WHME,City Centre,2,1,,,"Asking price $360,000",Apartment
AG8PV4UJAZUYDSTUEUYS,Onehunga,6,2,1284,,Price by negotiation,House
WNEFAAUQYTAHFNLQB4WX,Pokeno,,,580,,"Asking price $460,000",Section
TZ9D758R2O0CZV8SIAG5,City Centre,1,1,,,"Asking price $559,000",Apartment
CF640PLUUULNI7MG1291,Ellerslie,2,2,,,"Asking price $939,000",House
S0PQRMOEHBEKIPH07DE3,Takapuna,4,4,145,,Price by negotiation,House
Don't Wait to Retire - Move to the Beach Today!,Glenbrook,5,3,587,,"Asking price $979,000",House
Space and Convenience,Eden Terrace,1,1,,,"Asking price $499,000",Apartment
PURIRI PERKS,Pukekohe,3,2,303,,"Asking price $749,000",House
9I957NLKG0LGQQ6X0EIE,Remuera,3,2,,,"Auction on 26 Feb, 10:00?€?am",Unit
MORTGAGEE SALE,Manurewa,4,2,225,,"Auction on 11 Mar, 9:54?€?am",House
XP4OBC3YD8ZXIQBSZPUD,Pukekohe,3,2,1517,,Price by negotiation,House
DEQ7SIB4PSM95P4A3A1B,City Centre,1,1,,,"Asking price $299,000",Apartment
HRJJKKDL7CYUJDL0C9R2,Pukekohe,4,2,888,,"Auction on 20 Feb, 2:00?€?pm",House
7YWQE2YJXOEKKLDQTSIO,Pokeno,,,304,,Price by negotiation,Section
MA9YWAEEMB8UAQ6JNXSL,Clarks Beach,5,4,44400,,"Asking price $2,195,000",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 11 Feb, 5:58?€?am",Unit
30YM2XOVR88VVNCEE3A0,Pukekohe,6,3,270,,Price by negotiation,House
Opportunity Knocks ?€? Motivated Vendor!,Matakana,,,14700,,"Asking price $820,000",Section
Million Dollars Views - 3 bed in Uni Precinct,City Centre,3,2,,,"Asking price $849,000",Apartment
MORTGAGEE SALE,Oteha,3,1,,,"Auction on 10 Mar, 9:50?€?am",Townhouse
HIGH COURT SALE,City Centre,1,1,,,"Auction on 5 Mar, 2:00?€?pm",Apartment
Live In or Rent Out!,Eden Terrace,2,2,,,Price by negotiation,Apartment
YHKN18YK8A3F5AUOJIUL,Leigh,4,2,9657,,Price by negotiation,House
UP3P5KF0D9PNM2FNE7DW,Pukekohe,3,2,178,,Price by negotiation,House
9Q99UTJIU87AXXFKMSIA,Waiuku,4,2,6200,,Price by negotiation,Dwelling
PBGMHYFNXCAJ67J7I7SZ,City Centre,3,2,,,"Asking price $1,995,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 10 Feb, 6:02?€?am",Unit
"Developers, Seize This Unmatched Opportunity!",Pukekohe,3,2,4094,,Price by negotiation,House
Cheapest City Pad in Queen Square,City Centre,1,1,,,"Asking price $369,000",Apartment
Freehold one bedroom in Prime location,City Centre,1,1,,,"Asking price $260,000",Apartment
A Toast to the 60s - With a Twist!,Herne Bay,3,2,,,"Auction on 9 Mar, 9:54?€?am",Townhouse
7CJOZZ0XWF2DOVAXG5YB,Meadowbank,2,2,,,"Asking price $955,000",Apartment
TDMY9FOLI7CBIFPVA2AQ,Drury,,,11800,,Price by negotiation,Bare land
70S3GU6XB6HYZPN8KTP6,City Centre,2,2,,,"Asking price $449,000",Apartment
2TTOVEHX9JNOBN3LST9I,Massey,1,1,89,,Deadline sale by 19 Feb,Townhouse
D9V14Y9XSIDPT0MAYJN7,City Centre,2,2,,,"Asking price $1,100,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 9 Feb, 5:55?€?am",Apartment
CORNER SIDE FUTURE URBAN - 8.5HA+,Kumeu,6,3,85300,,Price by negotiation,House
Charm Home & Land with Endless Potential,Mount Eden,3,2,650,,"For sale by tender,  20 Feb",House
Your Chance - Urgent Sale!,Te Atatu South,3,3,,,Price by negotiation,Townhouse
Unbeatable Position In DGZ,Remuera,3,2,,,"Auction on 8 Mar, 9:48?€?am",Unit
941M888Y13X74HDGZ5VK,City Centre,2,2,,,"Asking price $1,450,000",Apartment
Q2C1TKIENO269OOH5SQW,Kaiaua,3,2,1000,,Price by negotiation,Dwelling
8NYGBGBIT7SXNB3X6U26,Pukekohe,3,2,178,,Price by negotiation,House
ZMS2327ZPTOFPQZTXNGS,City Centre,2,1,,,"Asking price $289,000",Apartment
6OANGLZB36SIP2R3YGN8,Pukekohe,,,621,,Price by negotiation,Section
!!! DEVELOPERS DISCOUNT - LIMITED TIME ONLY !!!,Pukekohe,3,3,198,,Price by negotiation,House
Elegant Remuera Residence,Remuera,5,4,1599,,Price by negotiation,House
Affordable Waterfront Section,Glenbrook,,,542,,Price by negotiation,Section
Modern Comfort Meets DGZ Convenience,Remuera,3,2,,,"Auction on 7 Mar, 9:44?€?am",House
Your beautiful home Awaits!!,Pukekohe,3,2,304,,"Auction on 5 Feb, 9:37?€?am",House
3Q7ZOKZU0UJUPLED4ACG,Glenbrook,5,3,587,,"Asking price $979,000",House
S8PQFFPN2HN01DB2XIDU,Karaka,6,5,34800,,Price by negotiation,Dwelling
0N2LZ5WX4DWC23MZ3HA2,City Centre,1,1,,,"Asking price $889,000",Apartment
